id	image_id	caption	height	width	file_name	coco_url
68414	76738	A man posing with a mouse and keyboard	375	500	COCO_val2014_000000076738.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000076738.jpg
68536	247788	A young infant boy in bed is leaning towards an electronic device to adjust it.	466	640	COCO_val2014_000000247788.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000247788.jpg
68923	577212	A kitchen area is being built that contains a deep sink, a dishwasher, and cabinets.	375	500	COCO_val2014_000000577212.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000577212.jpg
68948	71711	A large airplane museum with old war planes.	427	640	COCO_val2014_000000071711.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000071711.jpg
69623	111806	Characters from Cat in the Hat in front of a man and child.	500	436	COCO_val2014_000000111806.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000111806.jpg
69702	474600	Large giraffe standing in the shade underneath a tree in a field.	500	375	COCO_val2014_000000474600.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000474600.jpg
69883	237060	A huge airplane looks small against a wide open concrete area.	427	640	COCO_val2014_000000237060.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000237060.jpg
70038	415646	An attic bedroom with a bed and a couch.	480	640	COCO_val2014_000000415646.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000415646.jpg
70162	170716	The girl is cutting pizza in her kitchen, the melted cheese clinging  to the knife.	436	640	COCO_val2014_000000170716.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000170716.jpg
70430	57812	A cat and a kitten laying on a bed next to a laptop.	427	640	COCO_val2014_000000057812.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000057812.jpg
70881	307510	A man taking a swing at a tennis ball.	640	427	COCO_val2014_000000307510.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000307510.jpg
71082	220670	A pizza with tomatoes is on a round plate.	426	640	COCO_val2014_000000220670.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000220670.jpg
71113	45835	A group of women enjoying wine and cheese.	472	640	COCO_val2014_000000045835.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000045835.jpg
71333	338625	A double city bus is pulled up to a bus stop.	480	640	COCO_val2014_000000338625.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000338625.jpg
71469	568276	A close up of pizzas resting on serving trays on a table.	427	640	COCO_val2014_000000568276.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000568276.jpg
71670	45387	A baboon is sitting eating a banana on the ground.	640	459	COCO_val2014_000000045387.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000045387.jpg
71928	303667	A man holding a cell phone in a crowded mall.	480	640	COCO_val2014_000000303667.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000303667.jpg
71934	144243	A group of children playing soccer on a field.	427	640	COCO_val2014_000000144243.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000144243.jpg
72111	110509	A young girl using a cellphone while sitting next to luggage.	561	640	COCO_val2014_000000110509.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000110509.jpg
72308	553436	Two men and a dog in a kitchen.	640	480	COCO_val2014_000000553436.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000553436.jpg
72632	479008	A group of passengers sitting on an airplane in flight	333	500	COCO_val2014_000000479008.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000479008.jpg
72644	532686	A white bathroom with a walk in shower and a toilet.	480	640	COCO_val2014_000000532686.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000532686.jpg
72690	440514	A large clock tower on top of a church next to a road.	480	640	COCO_val2014_000000440514.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000440514.jpg
72742	364493	A large bed sitting in a bedroom next to a window.	480	640	COCO_val2014_000000364493.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000364493.jpg
72957	457449	The top of the head of a man sitting in front of disorganized computer desk	480	640	COCO_val2014_000000457449.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000457449.jpg
73032	191169	A beautiful young woman bending over while holding a back cat.	640	426	COCO_val2014_000000191169.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000191169.jpg
73242	118097	A man thinks as he stands in front of a sign.	234	351	COCO_val2014_000000118097.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000118097.jpg
73333	102466	A boat going through the water in a canal.	332	500	COCO_val2014_000000102466.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000102466.jpg
73385	23807	Two people sitting on a dock eating sandwiches	480	640	COCO_val2014_000000023807.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000023807.jpg
73676	217082	A dog with his leash attached to a bench	383	640	COCO_val2014_000000217082.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000217082.jpg
74282	67002	A store filled with merchandise with workers and customers standing inside of it.	427	640	COCO_val2014_000000067002.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000067002.jpg
74374	25529	A plate of food with a sandwich and fries.	427	640	COCO_val2014_000000025529.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000025529.jpg
74376	88682	A group of people set on the ground talking in a park.	640	428	COCO_val2014_000000088682.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000088682.jpg
74542	226761	Two boys standing in front of a couch with Wii controllers.	640	502	COCO_val2014_000000226761.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000226761.jpg
74648	507313	A white park bench sitting in the middle of a forest.	375	500	COCO_val2014_000000507313.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000507313.jpg
74678	339678	A man holding an umbrella next to a frozen over fire hydrant.	640	640	COCO_val2014_000000339678.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000339678.jpg
74737	577527	A boat with a bed set by a set of windows.	480	640	COCO_val2014_000000577527.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000577527.jpg
74810	487181	A young man crossing a street next to bikers.	427	640	COCO_val2014_000000487181.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000487181.jpg
75343	224664	A group of people flying kites on top of a sandy beach.	480	640	COCO_val2014_000000224664.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000224664.jpg
75651	374266	A brown horse standing behind a chain link fence on green grass.	480	640	COCO_val2014_000000374266.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000374266.jpg
75687	198447	A person standing in front of a train holding a pair of skis.	480	640	COCO_val2014_000000198447.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000198447.jpg
75876	23017	A blender filled with liquid sitting on a kitchen counter.	500	333	COCO_val2014_000000023017.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000023017.jpg
76006	133002	A man riding a motorcycle with a woman on the back.	481	640	COCO_val2014_000000133002.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000133002.jpg
76288	374567	A yellow and green train on a train track.	424	640	COCO_val2014_000000374567.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000374567.jpg
76348	448897	A pizza sitting on top of a white plate on a wooden table.	480	640	COCO_val2014_000000448897.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000448897.jpg
76699	566264	A dog swimming in the ocean by itself.	428	640	COCO_val2014_000000566264.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000566264.jpg
76794	18888	A wooden bench in front of some trees.	480	640	COCO_val2014_000000018888.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000018888.jpg
76910	35599	Cafe tables with table cloths and orange umbrellas over them.	640	447	COCO_val2014_000000035599.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000035599.jpg
77044	37149	There is a woman looking at two vases that are on display in a glass case.	394	640	COCO_val2014_000000037149.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000037149.jpg
77099	287748	An Equestrian jumping their horse over a white jump.	479	640	COCO_val2014_000000287748.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000287748.jpg
77330	539140	The airborne tennis player hits the tennis ball with his racket.	427	640	COCO_val2014_000000539140.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000539140.jpg
77476	181013	Two men are playing frisbee with one man on the offense and another guarding.	356	500	COCO_val2014_000000181013.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000181013.jpg
77578	40426	There are fruits in a blend and a carton of icecream next to it.	480	640	COCO_val2014_000000040426.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000040426.jpg
78214	498350	Motorcycle rider rides a rocky trail in the forest.	427	640	COCO_val2014_000000498350.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000498350.jpg
79492	300214	A man in a suit and tie is sitting on a bench.	640	425	COCO_val2014_000000300214.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000300214.jpg
79504	305634	Street corner signs above a red stop sign.	640	428	COCO_val2014_000000305634.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000305634.jpg
79505	175785	Bride and groom with knife cutting wedding cake.	428	640	COCO_val2014_000000175785.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000175785.jpg
79802	98194	Two black and white dogs in front of an abandoned truck in a wooden area.	427	640	COCO_val2014_000000098194.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000098194.jpg
79994	66427	A road sign on top of a stop sign	480	640	COCO_val2014_000000066427.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000066427.jpg
80129	120340	a man putting his bike on a rack in front of the bus	480	640	COCO_val2014_000000120340.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000120340.jpg
80135	199438	a man and woman in a canoe with a young child holding oars	427	640	COCO_val2014_000000199438.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000199438.jpg
80422	112769	A black and white photo of a man helping a woman cross the street while riding a skateboard.	424	640	COCO_val2014_000000112769.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000112769.jpg
80443	199641	A dog leaping outside to catch a frisbee.	640	480	COCO_val2014_000000199641.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000199641.jpg
80473	185781	A group of guys standing behind several covered tables.	480	640	COCO_val2014_000000185781.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000185781.jpg
80585	121663	City bus on an empty city street near a STOP sign.	360	640	COCO_val2014_000000121663.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000121663.jpg
80706	233862	People attempting kite boarding on a very windy day	427	640	COCO_val2014_000000233862.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000233862.jpg
80711	110048	A plate of food with sauce and chopsticks.	480	640	COCO_val2014_000000110048.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000110048.jpg
80715	348931	An elephant is walking in an open area with a log on the ground behind him.	480	640	COCO_val2014_000000348931.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000348931.jpg
80976	115088	Tall green pine trees in back of large grassy field.	640	365	COCO_val2014_000000115088.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000115088.jpg
81037	294605	Small plate of food with mixed vegetables and meat.	640	640	COCO_val2014_000000294605.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000294605.jpg
81041	531594	A black cat lies on a wood desk.	375	500	COCO_val2014_000000531594.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000531594.jpg
81072	567636	A woman standing in a kitchen with her hands clasp together.	480	640	COCO_val2014_000000567636.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000567636.jpg
81257	498716	Two cats laying near a vase and two candles.	500	357	COCO_val2014_000000498716.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000498716.jpg
81575	477949	An arrangement of brightly colored flowers and greenery awakens a brick wall.	600	600	COCO_val2014_000000477949.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000477949.jpg
81578	401951	A building has a fire truck near it on the street with a man on a lift.	480	640	COCO_val2014_000000401951.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000401951.jpg
81737	330204	a public transit bus parked with its doors open	640	480	COCO_val2014_000000330204.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000330204.jpg
81848	184611	Guy pedals a bike through a small village.	480	640	COCO_val2014_000000184611.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000184611.jpg
82080	110196	a freeway traffic sign writtien in an asian language	427	640	COCO_val2014_000000110196.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000110196.jpg
82207	506115	Blonde girls on a bus hold deflated soccer balls as a brown haired girl sits in the row of seats in front of them.	480	640	COCO_val2014_000000506115.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000506115.jpg
82389	151432	a bird walking on the beach in front of the surf	640	512	COCO_val2014_000000151432.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000151432.jpg
82488	190081	A  young woman holding a giant tennis racquet	640	360	COCO_val2014_000000190081.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000190081.jpg
82774	552074	A dirty bathroom features a toilet with a blue seat, a tub and a waste paper basket.	480	640	COCO_val2014_000000552074.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000552074.jpg
82838	227801	Two tall teddy bears standing next to each other with a person kneeling between them.	411	548	COCO_val2014_000000227801.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000227801.jpg
82886	40102	Two giraffe standing next to each other on a grassy field.	640	480	COCO_val2014_000000040102.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000040102.jpg
83001	395665	A tennis player gets prepared to hit the ball.	427	640	COCO_val2014_000000395665.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000395665.jpg
83076	335810	A plate is piled high of orange slices while a bunch of bananas sits next to it.	429	640	COCO_val2014_000000335810.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000335810.jpg
83406	393979	The herd of zebras are traveling together as they walk, eat, and stand.	426	640	COCO_val2014_000000393979.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000393979.jpg
83536	183379	Large jetliners parked on an airport tarmac outside of an airport.	480	640	COCO_val2014_000000183379.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000183379.jpg
83617	164969	A pizza in a box with toppings that are divided into thirds.	428	640	COCO_val2014_000000164969.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000164969.jpg
83672	31118	Christmas decorations surrounding a clock tower in a town square.	427	640	COCO_val2014_000000031118.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000031118.jpg
84290	511002	A large red stop sign next to a box sitting on a sidewalk.	480	640	COCO_val2014_000000511002.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000511002.jpg
84586	160740	A bunch of cars driving down a street surrounded by tall buildings.	640	480	COCO_val2014_000000160740.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000160740.jpg
84633	18491	A boy catches a ball as a player slides to the base.	427	640	COCO_val2014_000000018491.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000018491.jpg
84681	495973	Two computer keyboards sitting on top of a table next to a computer mouse.	375	500	COCO_val2014_000000495973.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000495973.jpg
84685	12147	A guy performs a skateboard trick in the air.	612	612	COCO_val2014_000000012147.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000012147.jpg
84696	231281	a baseball swinging a baseball bat at a ball	480	640	COCO_val2014_000000231281.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000231281.jpg
84817	364284	A man holding a blue, red and green frisbee in his hands.	480	640	COCO_val2014_000000364284.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000364284.jpg
84845	477805	A man with glasses sitting in front of a laptop computer.	427	640	COCO_val2014_000000477805.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000477805.jpg
85015	301061	A person is moving green hay towards an elephant that is inside the back of a white truck.	640	480	COCO_val2014_000000301061.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000301061.jpg
85074	283186	A helmeted and goggled skier leans to get around an obstacle.	418	640	COCO_val2014_000000283186.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000283186.jpg
85138	423201	Small black dog with paw on man's knee.	480	640	COCO_val2014_000000423201.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000423201.jpg
85139	315338	Young man with backpack holding skateboard going down escalator.	640	436	COCO_val2014_000000315338.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000315338.jpg
85147	170041	A tiled shower, molded plastic bathtub, shelf, mirror, wooden vanity, lamp, and sink make up a beige colored bathroom.	333	500	COCO_val2014_000000170041.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000170041.jpg
85435	83049	Two people sitting and laying on top of a park bench.	427	640	COCO_val2014_000000083049.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000083049.jpg
85762	192730	Three cows are standing on the pavement next to a gate with three structures in the background.	424	640	COCO_val2014_000000192730.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000192730.jpg
85826	165014	A dinner plate with sliced beets and bread.	640	480	COCO_val2014_000000165014.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000165014.jpg
86201	180653	The young couple is enjoying their skiing trip.	480	640	COCO_val2014_000000180653.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000180653.jpg
86296	182176	Double decker city bus passing under an overpass.	427	640	COCO_val2014_000000182176.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000182176.jpg
86297	51309	Small horse standing behind a large group of horses eating.	360	640	COCO_val2014_000000051309.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000051309.jpg
86313	244760	A white and black horse standing next to a wooden fence in a field.	640	458	COCO_val2014_000000244760.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000244760.jpg
86364	122602	A table with scissors and a bottle of podge next to a cutting board.	375	500	COCO_val2014_000000122602.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000122602.jpg
86380	453626	A red stop sign on a gate next to a grass covered field.	640	484	COCO_val2014_000000453626.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000453626.jpg
86623	304744	Man placing items on a dining room table in front of other people.	640	426	COCO_val2014_000000304744.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000304744.jpg
86626	34257	A market display case filled with different colored vegetables.	309	500	COCO_val2014_000000034257.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000034257.jpg
87099	203781	A family standing next to each other wearing ski equipment.	480	640	COCO_val2014_000000203781.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000203781.jpg
87157	495984	A white toilet sitting in the corner of a bathroom.	640	480	COCO_val2014_000000495984.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000495984.jpg
87314	153103	Meat sitting on a plate with green vegetables on the side.	360	640	COCO_val2014_000000153103.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000153103.jpg
87467	353562	A family of sheep standing next to each other on a lush green field.	480	640	COCO_val2014_000000353562.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000353562.jpg
87488	301282	A little girl about to eat something off of a spoon.	640	427	COCO_val2014_000000301282.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000301282.jpg
87527	146541	A zebra laying on a dirt ground next to a wooden fence.	480	640	COCO_val2014_000000146541.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000146541.jpg
87716	376545	A young man flipping a skateboard through the air.	424	640	COCO_val2014_000000376545.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000376545.jpg
87828	334391	A furry dog standing next to a fire hydrant.	480	640	COCO_val2014_000000334391.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000334391.jpg
88149	317441	A street sign above an orange detour sign.	480	640	COCO_val2014_000000317441.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000317441.jpg
88183	17379	a flat screen TV embedded in a restroom mirror.	640	478	COCO_val2014_000000017379.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000017379.jpg
88188	190637	a small child laying in bed playing nintendo wii	640	428	COCO_val2014_000000190637.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000190637.jpg
88377	313990	A large clock tower towering above a city with clocks on every side.	640	359	COCO_val2014_000000313990.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000313990.jpg
88618	320150	a man taking a picture of prizes in a claw machine game	480	640	COCO_val2014_000000320150.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000320150.jpg
89096	334074	A group of zebras hidden among the trees on a hillside	480	640	COCO_val2014_000000334074.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000334074.jpg
89343	446285	Skateboarder sticks his tongue out while he rides his skateboard down the rail.	640	426	COCO_val2014_000000446285.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000446285.jpg
90056	266082	A red fire hydrant in front of a skyscraper	500	375	COCO_val2014_000000266082.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000266082.jpg
90113	39659	A breakfast of bagels, eggs, friend potatoes and fresh fruit along side glasses of juice and water, with a basket of jelly packets to the side.	375	500	COCO_val2014_000000039659.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000039659.jpg
90489	331686	an image of a group of policeman on motorcylces	640	640	COCO_val2014_000000331686.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000331686.jpg
90872	60569	A smiling woman looks to be playing a Wii.	476	640	COCO_val2014_000000060569.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000060569.jpg
91057	393804	A roast meat sandwich with a green sauce sits on a plate with something fried to the side.	480	640	COCO_val2014_000000393804.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000393804.jpg
91114	137826	A red double decker tourist bus goes around town	480	640	COCO_val2014_000000137826.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000137826.jpg
91306	279549	Am an taking a swing at a tennis ball	426	640	COCO_val2014_000000279549.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000279549.jpg
91476	14723	A picture of man in the air on a snowboard.	279	448	COCO_val2014_000000014723.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000014723.jpg
92043	147518	A bathroom that has magazine rack and small cabinet.	640	480	COCO_val2014_000000147518.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000147518.jpg
92451	566038	A bird sits on an outside windowsill overlooking a parking lot.	384	480	COCO_val2014_000000566038.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000566038.jpg
92557	385194	A baseball players stands at home plate, waiting for the next pitch.	640	426	COCO_val2014_000000385194.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000385194.jpg
92843	46011	a small air plane on an air plane run way	360	640	COCO_val2014_000000046011.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000046011.jpg
93229	19313	a person swinging a tennis racket hitting a tennis ball	640	427	COCO_val2014_000000019313.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000019313.jpg
93230	226588	a person riding skis on a snowy slope	425	640	COCO_val2014_000000226588.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000226588.jpg
93763	32375	Two teddy bears on a couch with a pillow	416	640	COCO_val2014_000000032375.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000032375.jpg
93783	581654	A dog approaches two sheep in front of onlookers.	427	640	COCO_val2014_000000581654.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000581654.jpg
93787	203294	A tour bus with a cats face painted on the front of it	480	640	COCO_val2014_000000203294.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000203294.jpg
94222	347276	Two plates have brocolli on them that is smothered in cheese.	480	640	COCO_val2014_000000347276.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000347276.jpg
94223	417465	An adult black bear let's his long tongue protrude.	425	640	COCO_val2014_000000417465.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000417465.jpg
94239	227073	A woman standing on a beach near the water	612	612	COCO_val2014_000000227073.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000227073.jpg
94391	34020	Person down hill skiing in well groomed snow	427	640	COCO_val2014_000000034020.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000034020.jpg
94569	29793	Two young people laying in two beds in a bedroom under blankets.	310	500	COCO_val2014_000000029793.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000029793.jpg
94711	31749	A demonic looking chucky like doll standing next to a white clock.	640	640	COCO_val2014_000000031749.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000031749.jpg
94712	315191	An airplane doing maneuvers with white smoke pouring out of it's back end.	399	640	COCO_val2014_000000315191.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000315191.jpg
94734	552217	A woman laying in her bed touching the alarm clock	334	500	COCO_val2014_000000552217.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000552217.jpg
94767	559576	A street sign showing how to drive around a divide	640	480	COCO_val2014_000000559576.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000559576.jpg
95365	492110	A man looking at a laptop with a confused look	427	640	COCO_val2014_000000492110.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000492110.jpg
95655	315641	An older woman sitting at a table cutting up donuts.	480	640	COCO_val2014_000000315641.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000315641.jpg
95761	347018	A baseball player holding a baseball bat standing on home plate.	640	512	COCO_val2014_000000347018.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000347018.jpg
96017	454982	Two laptop computers sit side by side on a desk.	640	640	COCO_val2014_000000454982.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000454982.jpg
96100	550117	An older woman sitting at a table in front of a pizza.	640	491	COCO_val2014_000000550117.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000550117.jpg
96123	114586	A cheesy pizza sitting on top of a white plate.	375	500	COCO_val2014_000000114586.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000114586.jpg
96231	507750	A person riding skis into a pool of water down a ski slope.	392	640	COCO_val2014_000000507750.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000507750.jpg
96484	179430	A street sign with two streets and two block numbers.	427	640	COCO_val2014_000000179430.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000179430.jpg
96577	498627	A man wearing a USA shirt skiing in the sun.	640	427	COCO_val2014_000000498627.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000498627.jpg
96678	275501	A bird standing in the sand and another bird landing on a blanket in the sand.	427	640	COCO_val2014_000000275501.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000275501.jpg
96708	519635	Smiling lady typing on laptop on high back bench and table.	429	640	COCO_val2014_000000519635.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000519635.jpg
96711	446209	A man and three children playing with a kite on the grass and other people riding bikes on a nearby road.	640	638	COCO_val2014_000000446209.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000446209.jpg
96861	385181	A white dish with a tomato based casserole	480	640	COCO_val2014_000000385181.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000385181.jpg
96913	561795	Two men in the bed of a pickup truck working on the vehicle.	480	640	COCO_val2014_000000561795.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000561795.jpg
96941	173183	Street signs, corner of Lynn and Bigelow.taken 11.01.2009 23:58.	480	640	COCO_val2014_000000173183.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000173183.jpg
96946	38721	A woman wearing a blouse and devil horns hold a cell phone to her ear.	640	427	COCO_val2014_000000038721.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000038721.jpg
97085	398567	A desk with a computer, a keyboard, a mouse, a bobble head, speakers and a lava lamp on it.	477	640	COCO_val2014_000000398567.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000398567.jpg
97116	147740	A woman walking while carrying bananas on her hat.	480	640	COCO_val2014_000000147740.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000147740.jpg
97195	124390	Two giraffes standing outdoors near a brick building.	640	480	COCO_val2014_000000124390.jpg	http://images.cocodataset.org/val2014/COCO_val2014_000000124390.jpg
